"PODROČJA IN PODPODROČJA DEJAVNOSTI","2008 Poraba goriv za transformacijo ni vključena Električna energija","2008 Poraba goriv za transformacijo ni vključena Črni premog","2008 Poraba goriv za transformacijo ni vključena Rjavi premog","2008 Poraba goriv za transformacijo ni vključena Lignit","2008 Poraba goriv za transformacijo ni vključena Koks","2008 Poraba goriv za transformacijo ni vključena Petrol koks","2008 Poraba goriv za transformacijo ni vključena Les in lesni odpadki","2008 Poraba goriv za transformacijo ni vključena Utekočinjen naftni plin","2008 Poraba goriv za transformacijo ni vključena Petrolej","2008 Poraba goriv za transformacijo ni vključena Dizelsko gorivo","2008 Poraba goriv za transformacijo ni vključena Kurilno olje, ekstra lahko","2008 Poraba goriv za transformacijo ni vključena Odpadna olja","2008 Poraba goriv za transformacijo ni vključena Zemeljski plin","2008 Poraba goriv za transformacijo ni vključena Toplotna energija","2008 Vključno s porabo goriv za transformacijo Električna energija","2008 Vključno s porabo goriv za transformacijo Črni premog","2008 Vključno s porabo goriv za transformacijo Rjavi premog","2008 Vključno s porabo goriv za transformacijo Lignit","2008 Vključno s porabo goriv za transformacijo Koks","2008 Vključno s porabo goriv za transformacijo Petrol koks","2008 Vključno s porabo goriv za transformacijo Les in lesni odpadki","2008 Vključno s porabo goriv za transformacijo Utekočinjen naftni plin","2008 Vključno s porabo goriv za transformacijo Petrolej","2008 Vključno s porabo goriv za transformacijo Dizelsko gorivo","2008 Vključno s porabo goriv za transformacijo Kurilno olje, ekstra lahko","2008 Vključno s porabo goriv za transformacijo Odpadna olja","2008 Vključno s porabo goriv za transformacijo Zemeljski plin","2008 Vključno s porabo goriv za transformacijo Toplotna energija","2009 Poraba goriv za transformacijo ni vključena Električna energija","2009 Poraba goriv za transformacijo ni vključena Črni premog","2009 Poraba goriv za transformacijo ni vključena Rjavi premog","2009 Poraba goriv za transformacijo ni vključena Lignit","2009 Poraba goriv za transformacijo ni vključena Koks","2009 Poraba goriv za transformacijo ni vključena Petrol koks","2009 Poraba goriv za transformacijo ni vključena Les in lesni odpadki","2009 Poraba goriv za transformacijo ni vključena Utekočinjen naftni plin","2009 Poraba goriv za transformacijo ni vključena Petrolej","2009 Poraba goriv za transformacijo ni vključena Dizelsko gorivo","2009 Poraba goriv za transformacijo ni vključena Kurilno olje, ekstra lahko","2009 Poraba goriv za transformacijo ni vključena Odpadna olja","2009 Poraba goriv za transformacijo ni vključena Zemeljski plin","2009 Poraba goriv za transformacijo ni vključena Toplotna energija","2009 Vključno s porabo goriv za transformacijo Električna energija","2009 Vključno s porabo goriv za transformacijo Črni premog","2009 Vključno s porabo goriv za transformacijo Rjavi premog","2009 Vključno s porabo goriv za transformacijo Lignit","2009 Vključno s porabo goriv za transformacijo Koks","2009 Vključno s porabo goriv za transformacijo Petrol koks","2009 Vključno s porabo goriv za transformacijo Les in lesni odpadki","2009 Vključno s porabo goriv za transformacijo Utekočinjen naftni plin","2009 Vključno s porabo goriv za transformacijo Petrolej","2009 Vključno s porabo goriv za transformacijo Dizelsko gorivo","2009 Vključno s porabo goriv za transformacijo Kurilno olje, ekstra lahko","2009 Vključno s porabo goriv za transformacijo Odpadna olja","2009 Vključno s porabo goriv za transformacijo Zemeljski plin","2009 Vključno s porabo goriv za transformacijo Toplotna energija","2010 Poraba goriv za transformacijo ni vključena Električna energija","2010 Poraba goriv za transformacijo ni vključena Črni premog","2010 Poraba goriv za transformacijo ni vključena Rjavi premog","2010 Poraba goriv za transformacijo ni vključena Lignit","2010 Poraba goriv za transformacijo ni vključena Koks","2010 Poraba goriv za transformacijo ni vključena Petrol koks","2010 Poraba goriv za transformacijo ni vključena Les in lesni odpadki","2010 Poraba goriv za transformacijo ni vključena Utekočinjen naftni plin","2010 Poraba goriv za transformacijo ni vključena Petrolej","2010 Poraba goriv za transformacijo ni vključena Dizelsko gorivo","2010 Poraba goriv za transformacijo ni vključena Kurilno olje, ekstra lahko","2010 Poraba goriv za transformacijo ni vključena Odpadna olja","2010 Poraba goriv za transformacijo ni vključena Zemeljski plin","2010 Poraba goriv za transformacijo ni vključena Toplotna energija","2010 Vključno s porabo goriv za transformacijo Električna energija","2010 Vključno s porabo goriv za transformacijo Črni premog","2010 Vključno s porabo goriv za transformacijo Rjavi premog","2010 Vključno s porabo goriv za transformacijo Lignit","2010 Vključno s porabo goriv za transformacijo Koks","2010 Vključno s porabo goriv za transformacijo Petrol koks","2010 Vključno s porabo goriv za transformacijo Les in lesni odpadki","2010 Vključno s porabo goriv za transformacijo Utekočinjen naftni plin","2010 Vključno s porabo goriv za transformacijo Petrolej","2010 Vključno s porabo goriv za transformacijo Dizelsko gorivo","2010 Vključno s porabo goriv za transformacijo Kurilno olje, ekstra lahko","2010 Vključno s porabo goriv za transformacijo Odpadna olja","2010 Vključno s porabo goriv za transformacijo Zemeljski plin","2010 Vključno s porabo goriv za transformacijo Toplotna energija","2011 Poraba goriv za transformacijo ni vključena Električna energija","2011 Poraba goriv za transformacijo ni vključena Črni premog","2011 Poraba goriv za transformacijo ni vključena Rjavi premog","2011 Poraba goriv za transformacijo ni vključena Lignit","2011 Poraba goriv za transformacijo ni vključena Koks","2011 Poraba goriv za transformacijo ni vključena Petrol koks","2011 Poraba goriv za transformacijo ni vključena Les in lesni odpadki","2011 Poraba goriv za transformacijo ni vključena Utekočinjen naftni plin","2011 Poraba goriv za transformacijo ni vključena Petrolej","2011 Poraba goriv za transformacijo ni vključena Dizelsko gorivo","2011 Poraba goriv za transformacijo ni vključena Kurilno olje, ekstra lahko","2011 Poraba goriv za transformacijo ni vključena Odpadna olja","2011 Poraba goriv za transformacijo ni vključena Zemeljski plin","2011 Poraba goriv za transformacijo ni vključena Toplotna energija","2011 Vključno s porabo goriv za transformacijo Električna energija","2011 Vključno s porabo goriv za transformacijo Črni premog","2011 Vključno s porabo goriv za transformacijo Rjavi premog","2011 Vključno s porabo goriv za transformacijo Lignit","2011 Vključno s porabo goriv za transformacijo Koks","2011 Vključno s porabo goriv za transformacijo Petrol koks","2011 Vključno s porabo goriv za transformacijo Les in lesni odpadki","2011 Vključno s porabo goriv za transformacijo Utekočinjen naftni plin","2011 Vključno s porabo goriv za transformacijo Petrolej","2011 Vključno s porabo goriv za transformacijo Dizelsko gorivo","2011 Vključno s porabo goriv za transformacijo Kurilno olje, ekstra lahko","2011 Vključno s porabo goriv za transformacijo Odpadna olja","2011 Vključno s porabo goriv za transformacijo Zemeljski plin","2011 Vključno s porabo goriv za transformacijo Toplotna energija","2012 Poraba goriv za transformacijo ni vključena Električna energija","2012 Poraba goriv za transformacijo ni vključena Črni premog","2012 Poraba goriv za transformacijo ni vključena Rjavi premog","2012 Poraba goriv za transformacijo ni vključena Lignit","2012 Poraba goriv za transformacijo ni vključena Koks","2012 Poraba goriv za transformacijo ni vključena Petrol koks","2012 Poraba goriv za transformacijo ni vključena Les in lesni odpadki","2012 Poraba goriv za transformacijo ni vključena Utekočinjen naftni plin","2012 Poraba goriv za transformacijo ni vključena Petrolej","2012 Poraba goriv za transformacijo ni vključena Dizelsko gorivo","2012 Poraba goriv za transformacijo ni vključena Kurilno olje, ekstra lahko","2012 Poraba goriv za transformacijo ni vključena Odpadna olja","2012 Poraba goriv za transformacijo ni vključena Zemeljski plin","2012 Poraba goriv za transformacijo ni vključena Toplotna energija","2012 Vključno s porabo goriv za transformacijo Električna energija","2012 Vključno s porabo goriv za transformacijo Črni premog","2012 Vključno s porabo goriv za transformacijo Rjavi premog","2012 Vključno s porabo goriv za transformacijo Lignit","2012 Vključno s porabo goriv za transformacijo Koks","2012 Vključno s porabo goriv za transformacijo Petrol koks","2012 Vključno s porabo goriv za transformacijo Les in lesni odpadki","2012 Vključno s porabo goriv za transformacijo Utekočinjen naftni plin","2012 Vključno s porabo goriv za transformacijo Petrolej","2012 Vključno s porabo goriv za transformacijo Dizelsko gorivo","2012 Vključno s porabo goriv za transformacijo Kurilno olje, ekstra lahko","2012 Vključno s porabo goriv za transformacijo Odpadna olja","2012 Vključno s porabo goriv za transformacijo Zemeljski plin","2012 Vključno s porabo goriv za transformacijo Toplotna energija","2013 Poraba goriv za transformacijo ni vključena Električna energija","2013 Poraba goriv za transformacijo ni vključena Črni premog","2013 Poraba goriv za transformacijo ni vključena Rjavi premog","2013 Poraba goriv za transformacijo ni vključena Lignit","2013 Poraba goriv za transformacijo ni vključena Koks","2013 Poraba goriv za transformacijo ni vključena Petrol koks","2013 Poraba goriv za transformacijo ni vključena Les in lesni odpadki","2013 Poraba goriv za transformacijo ni vključena Utekočinjen naftni plin","2013 Poraba goriv za transformacijo ni vključena Petrolej","2013 Poraba goriv za transformacijo ni vključena Dizelsko gorivo","2013 Poraba goriv za transformacijo ni vključena Kurilno olje, ekstra lahko","2013 Poraba goriv za transformacijo ni vključena Odpadna olja","2013 Poraba goriv za transformacijo ni vključena Zemeljski plin","2013 Poraba goriv za transformacijo ni vključena Toplotna energija","2013 Vključno s porabo goriv za transformacijo Električna energija","2013 Vključno s porabo goriv za transformacijo Črni premog","2013 Vključno s porabo goriv za transformacijo Rjavi premog","2013 Vključno s porabo goriv za transformacijo Lignit","2013 Vključno s porabo goriv za transformacijo Koks","2013 Vključno s porabo goriv za transformacijo Petrol koks","2013 Vključno s porabo goriv za transformacijo Les in lesni odpadki","2013 Vključno s porabo goriv za transformacijo Utekočinjen naftni plin","2013 Vključno s porabo goriv za transformacijo Petrolej","2013 Vključno s porabo goriv za transformacijo Dizelsko gorivo","2013 Vključno s porabo goriv za transformacijo Kurilno olje, ekstra lahko","2013 Vključno s porabo goriv za transformacijo Odpadna olja","2013 Vključno s porabo goriv za transformacijo Zemeljski plin","2013 Vključno s porabo goriv za transformacijo Toplotna energija","2014 Poraba goriv za transformacijo ni vključena Električna energija","2014 Poraba goriv za transformacijo ni vključena Črni premog","2014 Poraba goriv za transformacijo ni vključena Rjavi premog","2014 Poraba goriv za transformacijo ni vključena Lignit","2014 Poraba goriv za transformacijo ni vključena Koks","2014 Poraba goriv za transformacijo ni vključena Petrol koks","2014 Poraba goriv za transformacijo ni vključena Les in lesni odpadki","2014 Poraba goriv za transformacijo ni vključena Utekočinjen naftni plin","2014 Poraba goriv za transformacijo ni vključena Petrolej","2014 Poraba goriv za transformacijo ni vključena Dizelsko gorivo","2014 Poraba goriv za transformacijo ni vključena Kurilno olje, ekstra lahko","2014 Poraba goriv za transformacijo ni vključena Odpadna olja","2014 Poraba goriv za transformacijo ni vključena Zemeljski plin","2014 Poraba goriv za transformacijo ni vključena Toplotna energija","2014 Vključno s porabo goriv za transformacijo Električna energija","2014 Vključno s porabo goriv za transformacijo Črni premog","2014 Vključno s porabo goriv za transformacijo Rjavi premog","2014 Vključno s porabo goriv za transformacijo Lignit","2014 Vključno s porabo goriv za transformacijo Koks","2014 Vključno s porabo goriv za transformacijo Petrol koks","2014 Vključno s porabo goriv za transformacijo Les in lesni odpadki","2014 Vključno s porabo goriv za transformacijo Utekočinjen naftni plin","2014 Vključno s porabo goriv za transformacijo Petrolej","2014 Vključno s porabo goriv za transformacijo Dizelsko gorivo","2014 Vključno s porabo goriv za transformacijo Kurilno olje, ekstra lahko","2014 Vključno s porabo goriv za transformacijo Odpadna olja","2014 Vključno s porabo goriv za transformacijo Zemeljski plin","2014 Vključno s porabo goriv za transformacijo Toplotna energija","2015 Poraba goriv za transformacijo ni vključena Električna energija","2015 Poraba goriv za transformacijo ni vključena Črni premog","2015 Poraba goriv za transformacijo ni vključena Rjavi premog","2015 Poraba goriv za transformacijo ni vključena Lignit","2015 Poraba goriv za transformacijo ni vključena Koks","2015 Poraba goriv za transformacijo ni vključena Petrol koks","2015 Poraba goriv za transformacijo ni vključena Les in lesni odpadki","2015 Poraba goriv za transformacijo ni vključena Utekočinjen naftni plin","2015 Poraba goriv za transformacijo ni vključena Petrolej","2015 Poraba goriv za transformacijo ni vključena Dizelsko gorivo","2015 Poraba goriv za transformacijo ni vključena Kurilno olje, ekstra lahko","2015 Poraba goriv za transformacijo ni vključena Odpadna olja","2015 Poraba goriv za transformacijo ni vključena Zemeljski plin","2015 Poraba goriv za transformacijo ni vključena Toplotna energija","2015 Vključno s porabo goriv za transformacijo Električna energija","2015 Vključno s porabo goriv za transformacijo Črni premog","2015 Vključno s porabo goriv za transformacijo Rjavi premog","2015 Vključno s porabo goriv za transformacijo Lignit","2015 Vključno s porabo goriv za transformacijo Koks","2015 Vključno s porabo goriv za transformacijo Petrol koks","2015 Vključno s porabo goriv za transformacijo Les in lesni odpadki","2015 Vključno s porabo goriv za transformacijo Utekočinjen naftni plin","2015 Vključno s porabo goriv za transformacijo Petrolej","2015 Vključno s porabo goriv za transformacijo Dizelsko gorivo","2015 Vključno s porabo goriv za transformacijo Kurilno olje, ekstra lahko","2015 Vključno s porabo goriv za transformacijo Odpadna olja","2015 Vključno s porabo goriv za transformacijo Zemeljski plin","2015 Vključno s porabo goriv za transformacijo Toplotna energija","2016 Poraba goriv za transformacijo ni vključena Električna energija","2016 Poraba goriv za transformacijo ni vključena Črni premog","2016 Poraba goriv za transformacijo ni vključena Rjavi premog","2016 Poraba goriv za transformacijo ni vključena Lignit","2016 Poraba goriv za transformacijo ni vključena Koks","2016 Poraba goriv za transformacijo ni vključena Petrol koks","2016 Poraba goriv za transformacijo ni vključena Les in lesni odpadki","2016 Poraba goriv za transformacijo ni vključena Utekočinjen naftni plin","2016 Poraba goriv za transformacijo ni vključena Petrolej","2016 Poraba goriv za transformacijo ni vključena Dizelsko gorivo","2016 Poraba goriv za transformacijo ni vključena Kurilno olje, ekstra lahko","2016 Poraba goriv za transformacijo ni vključena Odpadna olja","2016 Poraba goriv za transformacijo ni vključena Zemeljski plin","2016 Poraba goriv za transformacijo ni vključena Toplotna energija","2016 Vključno s porabo goriv za transformacijo Električna energija","2016 Vključno s porabo goriv za transformacijo Črni premog","2016 Vključno s porabo goriv za transformacijo Rjavi premog","2016 Vključno s porabo goriv za transformacijo Lignit","2016 Vključno s porabo goriv za transformacijo Koks","2016 Vključno s porabo goriv za transformacijo Petrol koks","2016 Vključno s porabo goriv za transformacijo Les in lesni odpadki","2016 Vključno s porabo goriv za transformacijo Utekočinjen naftni plin","2016 Vključno s porabo goriv za transformacijo Petrolej","2016 Vključno s porabo goriv za transformacijo Dizelsko gorivo","2016 Vključno s porabo goriv za transformacijo Kurilno olje, ekstra lahko","2016 Vključno s porabo goriv za transformacijo Odpadna olja","2016 Vključno s porabo goriv za transformacijo Zemeljski plin","2016 Vključno s porabo goriv za transformacijo Toplotna energija","2017 Poraba goriv za transformacijo ni vključena Električna energija","2017 Poraba goriv za transformacijo ni vključena Črni premog","2017 Poraba goriv za transformacijo ni vključena Rjavi premog","2017 Poraba goriv za transformacijo ni vključena Lignit","2017 Poraba goriv za transformacijo ni vključena Koks","2017 Poraba goriv za transformacijo ni vključena Petrol koks","2017 Poraba goriv za transformacijo ni vključena Les in lesni odpadki","2017 Poraba goriv za transformacijo ni vključena Utekočinjen naftni plin","2017 Poraba goriv za transformacijo ni vključena Petrolej","2017 Poraba goriv za transformacijo ni vključena Dizelsko gorivo","2017 Poraba goriv za transformacijo ni vključena Kurilno olje, ekstra lahko","2017 Poraba goriv za transformacijo ni vključena Odpadna olja","2017 Poraba goriv za transformacijo ni vključena Zemeljski plin","2017 Poraba goriv za transformacijo ni vključena Toplotna energija","2017 Vključno s porabo goriv za transformacijo Električna energija","2017 Vključno s porabo goriv za transformacijo Črni premog","2017 Vključno s porabo goriv za transformacijo Rjavi premog","2017 Vključno s porabo goriv za transformacijo Lignit","2017 Vključno s porabo goriv za transformacijo Koks","2017 Vključno s porabo goriv za transformacijo Petrol koks","2017 Vključno s porabo goriv za transformacijo Les in lesni odpadki","2017 Vključno s porabo goriv za transformacijo Utekočinjen naftni plin","2017 Vključno s porabo goriv za transformacijo Petrolej","2017 Vključno s porabo goriv za transformacijo Dizelsko gorivo","2017 Vključno s porabo goriv za transformacijo Kurilno olje, ekstra lahko","2017 Vključno s porabo goriv za transformacijo Odpadna olja","2017 Vključno s porabo goriv za transformacijo Zemeljski plin","2017 Vključno s porabo goriv za transformacijo Toplotna energija","2018 Poraba goriv za transformacijo ni vključena Električna energija","2018 Poraba goriv za transformacijo ni vključena Črni premog","2018 Poraba goriv za transformacijo ni vključena Rjavi premog","2018 Poraba goriv za transformacijo ni vključena Lignit","2018 Poraba goriv za transformacijo ni vključena Koks","2018 Poraba goriv za transformacijo ni vključena Petrol koks","2018 Poraba goriv za transformacijo ni vključena Les in lesni odpadki","2018 Poraba goriv za transformacijo ni vključena Utekočinjen naftni plin","2018 Poraba goriv za transformacijo ni vključena Petrolej","2018 Poraba goriv za transformacijo ni vključena Dizelsko gorivo","2018 Poraba goriv za transformacijo ni vključena Kurilno olje, ekstra lahko","2018 Poraba goriv za transformacijo ni vključena Odpadna olja","2018 Poraba goriv za transformacijo ni vključena Zemeljski plin","2018 Poraba goriv za transformacijo ni vključena Toplotna energija","2018 Vključno s porabo goriv za transformacijo Električna energija","2018 Vključno s porabo goriv za transformacijo Črni premog","2018 Vključno s porabo goriv za transformacijo Rjavi premog","2018 Vključno s porabo goriv za transformacijo Lignit","2018 Vključno s porabo goriv za transformacijo Koks","2018 Vključno s porabo goriv za transformacijo Petrol koks","2018 Vključno s porabo goriv za transformacijo Les in lesni odpadki","2018 Vključno s porabo goriv za transformacijo Utekočinjen naftni plin","2018 Vključno s porabo goriv za transformacijo Petrolej","2018 Vključno s porabo goriv za transformacijo Dizelsko gorivo","2018 Vključno s porabo goriv za transformacijo Kurilno olje, ekstra lahko","2018 Vključno s porabo goriv za transformacijo Odpadna olja","2018 Vključno s porabo goriv za transformacijo Zemeljski plin","2018 Vključno s porabo goriv za transformacijo Toplotna energija","2019 Poraba goriv za transformacijo ni vključena Električna energija","2019 Poraba goriv za transformacijo ni vključena Črni premog","2019 Poraba goriv za transformacijo ni vključena Rjavi premog","2019 Poraba goriv za transformacijo ni vključena Lignit","2019 Poraba goriv za transformacijo ni vključena Koks","2019 Poraba goriv za transformacijo ni vključena Petrol koks","2019 Poraba goriv za transformacijo ni vključena Les in lesni odpadki","2019 Poraba goriv za transformacijo ni vključena Utekočinjen naftni plin","2019 Poraba goriv za transformacijo ni vključena Petrolej","2019 Poraba goriv za transformacijo ni vključena Dizelsko gorivo","2019 Poraba goriv za transformacijo ni vključena Kurilno olje, ekstra lahko","2019 Poraba goriv za transformacijo ni vključena Odpadna olja","2019 Poraba goriv za transformacijo ni vključena Zemeljski plin","2019 Poraba goriv za transformacijo ni vključena Toplotna energija","2019 Vključno s porabo goriv za transformacijo Električna energija","2019 Vključno s porabo goriv za transformacijo Črni premog","2019 Vključno s porabo goriv za transformacijo Rjavi premog","2019 Vključno s porabo goriv za transformacijo Lignit","2019 Vključno s porabo goriv za transformacijo Koks","2019 Vključno s porabo goriv za transformacijo Petrol koks","2019 Vključno s porabo goriv za transformacijo Les in lesni odpadki","2019 Vključno s porabo goriv za transformacijo Utekočinjen naftni plin","2019 Vključno s porabo goriv za transformacijo Petrolej","2019 Vključno s porabo goriv za transformacijo Dizelsko gorivo","2019 Vključno s porabo goriv za transformacijo Kurilno olje, ekstra lahko","2019 Vključno s porabo goriv za transformacijo Odpadna olja","2019 Vključno s porabo goriv za transformacijo Zemeljski plin","2019 Vključno s porabo goriv za transformacijo Toplotna energija","2020 Poraba goriv za transformacijo ni vključena Električna energija","2020 Poraba goriv za transformacijo ni vključena Črni premog","2020 Poraba goriv za transformacijo ni vključena Rjavi premog","2020 Poraba goriv za transformacijo ni vključena Lignit","2020 Poraba goriv za transformacijo ni vključena Koks","2020 Poraba goriv za transformacijo ni vključena Petrol koks","2020 Poraba goriv za transformacijo ni vključena Les in lesni odpadki","2020 Poraba goriv za transformacijo ni vključena Utekočinjen naftni plin","2020 Poraba goriv za transformacijo ni vključena Petrolej","2020 Poraba goriv za transformacijo ni vključena Dizelsko gorivo","2020 Poraba goriv za transformacijo ni vključena Kurilno olje, ekstra lahko","2020 Poraba goriv za transformacijo ni vključena Odpadna olja","2020 Poraba goriv za transformacijo ni vključena Zemeljski plin","2020 Poraba goriv za transformacijo ni vključena Toplotna energija","2020 Vključno s porabo goriv za transformacijo Električna energija","2020 Vključno s porabo goriv za transformacijo Črni premog","2020 Vključno s porabo goriv za transformacijo Rjavi premog","2020 Vključno s porabo goriv za transformacijo Lignit","2020 Vključno s porabo goriv za transformacijo Koks","2020 Vključno s porabo goriv za transformacijo Petrol koks","2020 Vključno s porabo goriv za transformacijo Les in lesni odpadki","2020 Vključno s porabo goriv za transformacijo Utekočinjen naftni plin","2020 Vključno s porabo goriv za transformacijo Petrolej","2020 Vključno s porabo goriv za transformacijo Dizelsko gorivo","2020 Vključno s porabo goriv za transformacijo Kurilno olje, ekstra lahko","2020 Vključno s porabo goriv za transformacijo Odpadna olja","2020 Vključno s porabo goriv za transformacijo Zemeljski plin","2020 Vključno s porabo goriv za transformacijo Toplotna energija"
"SKUPAJ A, B, C, D, E, F",22992,1515,860,-,968,1633,2771,981,1,2275,1982,160,22047,2949,22992,1515,1344,-,968,1633,3097,981,1,2275,1982,160,22878,2949,18132,548,957,-,744,1367,2219,873,0,1834,1733,175,18878,2457,18132,548,1356,-,744,1367,2739,873,0,1835,1735,175,19690,2457,20001,405,749,168,755,939,2487,916,1,1294,1775,181,20250,2329,20001,405,1125,246,755,939,3028,916,1,1294,1776,181,20856,2329,21353,360,677,319,860,809,2080,1056,-,1074,1493,134,17827,2500,21353,360,959,453,860,809,2493,1056,-,1074,1494,134,18266,2500,21561,323,666,273,834,757,1627,1020,-,1060,1349,94,17440,2356,21561,323,913,374,834,757,2013,1020,-,1060,1351,94,17933,2356,21389,107,697,296,885,1329,2019,970,-,983,1261,49,16487,2246,21389,107,944,402,885,1329,2452,970,-,983,1263,49,16968,2246,22011,82,698,267,836,1369,2995,1014,-,958,975,5,16402,2087,22011,82,939,366,836,1369,3440,1014,-,958,976,5,16891,2087,22530,79,663,218,688,970,2852,885,-,1015,961,53,16848,2126,22530,79,914,301,688,970,3348,885,-,1015,963,53,17301,2126,22651,52,735,74,646,924,2817,923,-,1028,964,128,17398,2202,22651,52,1009,102,646,924,3282,923,-,1028,970,128,17849,2202,23407,60,804,-,720,1066,2865,1015,-,1110,769,131,18373,2236,23407,60,1101,-,720,1066,3365,1015,-,1110,770,131,18880,2236,24320,58,5659,993,714,1181,3644,1165,0,4082,808,96,21807,2226,24320,58,7510,37523,714,1181,4313,1166,0,4082,933,96,23631,2226,24400,84,4604,967,712,1145,3802,1010,0,4111,695,70,20877,2391,24400,91,6065,36591,712,1145,4700,1012,0,4111,744,70,23221,2391,22570,140,4117,948,648,1321,4070,1037,0,4099,593,18,20525,2402,22570,167,5368,35658,648,1321,4916,1039,0,4099,658,18,23171,2402
"A Kmetijstvo in lov, gozdarstvo, ribištvo",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,39,8,-,2742,23,-,31,1,61,-,-,-,-,-,39,8,-,2742,23,-,31,1,62,-,0,-,-,-,27,11,-,2712,21,-,32,0,62,-,0,-,-,-,27,11,-,2712,21,-,32,0,69,-,-,-,-,-,32,16,-,2664,20,-,42,0,69,-,-,-,-,-,32,16,-,2664,20,-,42,0
"B Rudarstvo",552,-,-,-,-,-,-,50,-,167,76,-,106,81,552,-,-,-,-,-,-,50,-,167,76,-,106,81,568,-,-,-,-,-,-,56,-,143,60,-,149,93,568,-,-,-,-,-,-,56,-,143,60,-,149,93,599,-,-,-,-,-,-,73,-,118,55,-,57,80,599,-,-,-,-,-,-,73,-,118,55,-,57,80,577,-,-,-,-,-,-,88,-,101,10,-,53,59,577,-,-,-,-,-,-,88,-,101,10,-,53,59,598,-,-,-,-,-,-,88,-,86,8,-,39,66,598,-,-,-,-,-,-,88,-,86,8,-,39,66,670,-,-,-,-,-,-,87,-,96,4,-,42,74,670,-,-,-,-,-,-,87,-,96,4,-,42,74,686,-,-,-,-,-,-,97,-,88,2,-,42,55,686,-,-,-,-,-,-,97,-,88,2,-,42,55,680,-,-,-,-,-,-,7,-,95,4,-,155,69,680,-,-,-,-,-,-,7,-,95,4,-,155,69,679,-,-,-,-,-,-,1,-,95,4,-,141,73,679,-,-,-,-,-,-,1,-,95,4,-,141,73,732,-,-,-,-,-,-,1,-,98,3,-,160,85,732,-,-,-,-,-,-,1,-,98,3,-,160,85,762,-,-,-,-,-,-,3,-,106,1,-,155,74,762,-,-,-,-,-,-,3,-,106,1,-,155,74,752,-,-,-,-,-,-,0,-,107,0,-,147,53,752,-,-,-,-,-,-,0,-,107,0,-,147,53,728,-,-,-,-,-,-,1,-,97,4,-,241,48,728,-,-,-,-,-,-,1,-,97,4,-,241,48
"B05 Pridobivanje premoga",271,-,-,-,-,-,-,1,-,15,-,-,-,81,271,-,-,-,-,-,-,1,-,15,-,-,-,81,253,-,-,-,-,-,-,-,-,13,-,-,-,93,253,-,-,-,-,-,-,-,-,13,-,-,-,93,246,-,-,-,-,-,-,-,-,11,-,-,-,79,246,-,-,-,-,-,-,-,-,11,-,-,-,79,243,-,-,-,-,-,-,-,-,11,-,-,-,58,243,-,-,-,-,-,-,-,-,11,-,-,-,58,242,-,-,-,-,-,-,-,-,13,-,-,-,66,242,-,-,-,-,-,-,-,-,13,-,-,-,66,228,-,-,-,-,-,-,-,-,10,-,-,-,74,228,-,-,-,-,-,-,-,-,10,-,-,-,74,205,-,-,-,-,-,-,-,-,8,-,-,-,55,205,-,-,-,-,-,-,-,-,8,-,-,-,55,215,-,-,-,-,-,-,-,-,8,-,-,-,69,215,-,-,-,-,-,-,-,-,8,-,-,-,69,206,-,-,-,-,-,-,-,-,8,-,-,-,73,206,-,-,-,-,-,-,-,-,8,-,-,-,73,201,-,-,-,-,-,-,-,-,8,-,-,-,85,201,-,-,-,-,-,-,-,-,8,-,-,-,85,198,-,-,-,-,-,-,-,-,11,-,-,-,74,198,-,-,-,-,-,-,-,-,11,-,-,-,74,204,-,-,-,-,-,-,-,-,9,-,-,-,53,204,-,-,-,-,-,-,-,-,9,-,-,-,53,199,-,-,-,-,-,-,-,-,8,-,-,-,48,199,-,-,-,-,-,-,-,-,8,-,-,-,48
